text,date,geo,hashtags,tweet_id,mentions,permalink,replies,retweets,replies_to,mentioned_urls
yes helicopters are scouring the area for criminals right now near my house.,2020-05-19 08:27:43+00:00,,,1262661196647329792,,https://twitter.com/ryanwilson2015/status/1262661196647329792,0,1,,
deer tenderloin is like $80 for 2lbs. it’s expensive.,2020-05-16 19:09:18+00:00,,,1261735494519382016,,https://twitter.com/ryanwilson2015/status/1261735494519382016,0,0,,
i know lani is what you said. it’s really backwards thinking in her part. she can’t solve her emotions and logic trees at the same time.,2020-03-14 21:59:41+00:00,,,1238947937025048576,,https://twitter.com/ryanwilson2015/status/1238947937025048576,0,0,,
